,Date,Open,High,Low,Close,EMA6,EMA12,EMA24
0,1999-01-18,0.4375,0.4882810115814209,0.38802099227905273,0.4101560115814209,,,
1,1999-01-25,0.44270798563957214,0.46744799613952637,0.39583298563957214,0.39583298563957214,,,
2,1999-02-01,0.39583298563957214,0.41666701436042786,0.36067700386047363,0.4127599895000458,,,
3,1999-02-08,0.4153650104999542,0.4375,0.37239599227905273,0.43489599227905273,,,
4,1999-02-15,0.44270798563957214,0.4609380066394806,0.39322900772094727,0.43489599227905273,,,
5,1999-02-22,0.44270798563957214,0.546875,0.4140630066394806,0.4570310115814209,0.42426199714342755,,
6,1999-03-01,0.46875,0.47916701436042786,0.41145798563957214,0.43880200386047363,0.42841628477686927,,
7,1999-03-08,0.42708298563957214,0.46614599227905273,0.41666701436042786,0.42447900772094727,0.42729134847517725,,
8,1999-03-15,0.43489599227905273,0.45052099227905273,0.42057299613952637,0.4375,0.430208106053698,,
9,1999-03-22,0.4466150104999542,0.44791701436042786,0.38020798563957214,0.43619799613952637,0.4319195032210775,,
10,1999-03-29,0.4492189884185791,0.4596349895000458,0.40494799613952637,0.42708298563957214,0.43053764105493314,,
11,1999-04-05,0.421875,0.45833298563957214,0.39583298563957214,0.4375,0.4325268864678094,0.42892783135175705,
12,1999-04-12,0.43229201436042786,0.43229201436042786,0.390625,0.4140630066394806,0.427251492231144,0.42664093524217606,
13,1999-04-19,0.41927099227905273,0.41927099227905273,0.35677099227905273,0.359375,0.40785820873653145,0.41629232982030284,
14,1999-04-26,0.359375,0.39583298563957214,0.33333298563957214,0.38020798563957214,0.3999581449945431,0.4107408922540366,
15,1999-05-03,0.3841150104999542,0.3841150104999542,0.34375,0.36458298563957214,0.38985095660740854,0.4036396758518113,
16,1999-05-10,0.36197900772094727,0.40625,0.36197900772094727,0.375,0.385607826148149,0.39923357187460956,
17,1999-05-17,0.36979201436042786,0.4453130066394806,0.34375,0.35416701436042786,0.37662473706594296,0.39230025533396623,
18,1999-05-24,0.35677099227905273,0.37239599227905273,0.3476560115814209,0.3554689884185791,0.3705802374524104,0.3866339065777528,
19,1999-05-31,0.35416701436042786,0.35677099227905273,0.34375,0.3554689884185791,0.36626273772845863,0.3818393037840338,
20,1999-06-07,0.35742199420928955,0.3828130066394806,0.3554689884185791,0.3684900104999542,0.36689910137745735,0.37978556635571387,
21,1999-06-14,0.36914101243019104,0.375,0.34114599227905273,0.34114599227905273,0.3595410702064846,0.373841016497766,
22,1999-06-21,0.3515630066394806,0.36197900772094727,0.34212198853492737,0.35677099227905273,0.3587496193700755,0.3712148589256563,
23,1999-06-28,0.3684900104999542,0.40494799613952637,0.35416701436042786,0.40494799613952637,0.3719491555899186,0.37640457234317476,0.3990342890222867
24,1999-07-05,0.40885400772094727,0.4453130066394806,0.38802099227905273,0.4420570135116577,0.3919799721389869,0.38650494790755674,0.4024761069814364
25,1999-07-12,0.46875,0.48177099227905273,0.44270798563957214,0.4570310115814209,0.41056598340825373,0.39735511154968967,0.4068404993494351
26,1999-07-19,0.45833298563957214,0.4596349895000458,0.40104201436042786,0.40494799613952637,0.40896084418861733,0.3985232476404338,0.4066890990926424
27,1999-07-26,0.4153650104999542,0.4296880066394806,0.40104201436042786,0.41927099227905273,0.4119066007858846,0.4017152083540675,0.40769565054755524
28,1999-08-02,0.41927099227905273,0.42447900772094727,0.40625,0.41927099227905273,0.4140107126410755,0.40441609818868063,0.40862167788607506
29,1999-08-09,0.42057299613952637,0.48958298563957214,0.41666701436042786,0.4726560115814209,0.43076651233831703,0.41491454640294834,0.41374442458170274
30,1999-08-16,0.4765630066394806,0.5911459922790527,0.43880200386047363,0.5598959922790527,0.4676606494642415,0.4372193842300413,0.42543654999749075
31,1999-08-23,0.5520830154418945,0.5625,0.4921880066394806,0.5416669845581055,0.4888053166339169,0.45328824581897426,0.4347349847623399
32,1999-08-30,0.5507810115814209,0.5885419845581055,0.5169270038604736,0.5559899806976318,0.5080009349378355,0.46908851272338314,0.44443538443716324
33,1999-09-06,0.5651040077209473,0.5651040077209473,0.5338540077209473,0.5520830154418945,0.5205958150818524,0.4818568977570003,0.45304719491754175
34,1999-09-13,0.5546879768371582,0.5546879768371582,0.48958298563957214,0.5078129768371582,0.5169435755833683,0.4858501406924092,0.45742845747111105
35,1999-09-20,0.49869799613952637,0.5052080154418945,0.34895798563957214,0.37760400772094727,0.4771322704798195,0.46919688946603044,0.4510425014910979
36,1999-09-27,0.4023439884185791,0.46354201436042786,0.37760400772094727,0.3984380066394806,0.4546481950968655,0.4583109074927151,0.44683414190296855
37,1999-10-04,0.41145798563957214,0.5208330154418945,0.40104201436042786,0.48958298563957214,0.46462956382335313,0.4631219964383854,0.45025404940189684
38,1999-10-11,0.4934900104999542,0.49479201436042786,0.42447900772094727,0.4453130066394806,0.4591105474851038,0.46038215185393855,0.4498587659809035
39,1999-10-18,0.4466150104999542,0.4622400104999542,0.3971349895000458,0.4492189884185791,0.45628438775181107,0.45866474209465247,0.44980758377591756
40,1999-10-25,0.4466150104999542,0.484375,0.42447900772094727,0.4609380066394806,0.4576139931482881,0.4590144751015491,0.4506980176050026
41,1999-11-01,0.453125,0.6302080154418945,0.453125,0.5885419845581055,0.4950219906939502,0.4789417842487116,0.46172553496125085
42,1999-11-08,0.5703129768371582,0.6666669845581055,0.5520830154418945,0.6666669845581055,0.5440634175122803,0.5078225842963107,0.4781208509289992
43,1999-11-15,0.6712239980697632,0.9244790077209473,0.6432290077209473,0.8932290077209473,0.6438250147147565,0.5671158802077932,0.5113295034723551
44,1999-11-22,0.9160159826278687,0.9166669845581055,0.7408850193023682,0.796875,0.6875535819391118,0.6024634370989019,0.5341731431945667
45,1999-11-29,0.7942709922790527,0.8359379768371582,0.7213540077209473,0.7942709922790527,0.7180442706076663,0.6319722917420021,0.5549809711213255
46,1999-12-06,0.796875,0.84375,0.7578129768371582,0.7903649806976318,0.7387073306333707,0.6563403977351759,0.57381169188743
47,1999-12-13,0.78125,0.8085939884185791,0.7317709922790527,0.7838540077209473,0.7516063812298212,0.6759578761945254,0.5906150771541113
48,1999-12-20,0.7851560115814209,0.96875,0.7578129768371582,0.9661459922790527,0.812903412958173,0.7206022017459912,0.6206575503641066
49,1999-12-27,0.9869790077209473,0.9882810115814209,0.9192709922790527,0.9778649806976318,0.8600352894551613,0.7601810908154744,0.6492341447907887
50,2000-01-03,0.984375,0.9921879768371582,0.8229169845581055,0.8723959922790527,0.863566918833416,0.777444921809871,0.6670870925898498
51,2000-01-10,0.875,0.9518229961395264,0.8307290077209473,0.9153649806976318,0.8783663650803348,0.7986633924079881,0.6869493236384724
52,2000-01-17,0.9270830154418945,1.0052080154418945,0.8854169845581055,0.9322919845581055,0.8937736849311264,0.81922163735416,0.706576736512043
53,2000-01-24,0.9622399806976318,0.9622399806976318,0.7473959922790527,0.7786459922790527,0.8608800584591053,0.8129792304195281,0.7123422769734038
